38.8616 2014-01-16 13:10 129.25.14.204 68.45
39.0866 2014-01-16 13:10 129.25.14.204 68.45
39.0866 2014-01-16 13:09 129.25.14.204 68.45
38.975 2014-01-16 13:09 129.25.14.204 68.5616
38.975 2014-01-16 13:09 129.25.14.204 68.5616
38.8616 2014-01-16 13:09 129.25.14.204 68.45
38.75 2014-01-16 13:09 129.25.14.204 68.5616
38.75 2014-01-16 13:08 129.25.14.204 68.45
38.6366 2014-01-16 13:08 129.25.14.204 68.5616
38.4116 2014-01-16 13:08 129.25.14.204 68.5616
38.4116 2014-01-16 13:08 129.25.14.204 68.45
38.4116 2014-01-16 13:08 129.25.14.204 68.5616
38.4116 2014-01-16 13:07 129.25.14.204 68.5616
38.4116 2014-01-16 13:07 129.25.14.204 68.5616
38.4116 2014-01-16 13:07 129.25.14.204 68.45
38.4116 2014-01-16 13:07 129.25.14.204 68.5616
38.3 2014-01-16 13:07 129.25.14.204 68.5616
38.075 2014-01-16 13:06 129.25.14.204 68.5616
38.1866 2014-01-16 13:06 129.25.14.204 68.5616
38.1866 2014-01-16 13:06 129.25.14.204 68.5616
38.075 2014-01-16 13:06 129.25.14.204 68.5616
38.075 2014-01-16 13:05 129.25.14.204 68.675
38.075 2014-01-16 13:05 129.25.14.204 68.675
38.075 2014-01-16 13:05 129.25.14.204 68.675
38.075 2014-01-16 13:05 129.25.14.204 68.675
37.9616 2014-01-16 13:05 129.25.14.204 68.7866
38.075 2014-01-16 13:04 129.25.14.204 68.675
38.1866 2014-01-16 13:04 129.25.14.204 68.675
38.1866 2014-01-16 13:04 129.25.14.204 68.675
38.1866 2014-01-16 13:04 129.25.14.204 68.675
38.1866 2014-01-16 13:03 129.25.14.204 68.675
38.1866 2014-01-16 13:03 129.25.14.204 68.675
38.1866 2014-01-16 13:03 129.25.14.204 68.7866
38.1866 2014-01-16 13:03 129.25.14.204 68.7866
38.075 2014-01-16 13:03 129.25.14.204 68.7866
38.075 2014-01-16 13:02 129.25.14.204 68.7866
38.1866 2014-01-16 13:02 129.25.14.204 68.7866
38.3 2014-01-16 13:02 129.25.14.204 68.7866
38.4116 2014-01-16 13:02 129.25.14.204 68.7866
38.3 2014-01-16 13:02 129.25.14.204 68.9
38.3 2014-01-16 13:01 129.25.14.204 68.9
38.3 2014-01-16 13:01 129.25.14.204 68.9
38.3 2014-01-16 13:01 129.25.14.204 68.7866
38.3 2014-01-16 13:01 129.25.14.204 68.9
38.4116 2014-01-16 13:00 129.25.14.204 68.9
38.4116 2014-01-16 13:00 129.25.14.204 68.9
38.525 2014-01-16 13:00 129.25.14.204 68.9
38.525 2014-01-16 13:00 129.25.14.204 68.9
38.525 2014-01-16 13:00 129.25.14.204 68.9
38.525 2014-01-16 12:59 129.25.14.204 68.9
38.525 2014-01-16 12:59 129.25.14.204 68.9
38.6366 2014-01-16 12:59 129.25.14.204 69.0116
38.6366 2014-01-16 12:59 129.25.14.204 69.0116
38.975 2014-01-16 12:58 129.25.14.204 69.0116
39.2 2014-01-16 12:58 129.25.14.204 69.0116
39.2 2014-01-16 12:58 129.25.14.204 69.0116
39.3116 2014-01-16 12:58 129.25.14.204 69.0116
39.65 2014-01-16 12:58 129.25.14.204 69.125
39.7616 2014-01-16 12:57 129.25.14.204 69.125
39.7616 2014-01-16 12:57 129.25.14.204 69.0116
39.7616 2014-01-16 12:57 129.25.14.204 69.0116
39.875 2014-01-16 12:57 129.25.14.204 69.125
39.9866 2014-01-16 12:56 129.25.14.204 69.125
39.9866 2014-01-16 12:56 129.25.14.204 69.0116
39.9866 2014-01-16 12:56 129.25.14.204 69.0116
40.1 2014-01-16 12:56 129.25.14.204 69.0116
40.1 2014-01-16 12:56 129.25.14.204 69.0116
40.325 2014-01-16 12:55 129.25.14.204 69.0116
40.325 2014-01-16 12:55 129.25.14.204 69.0116
40.2116 2014-01-16 12:55 129.25.14.204 69.0116
40.325 2014-01-16 12:55 129.25.14.204 69.0116
40.4366 2014-01-16 12:55 129.25.14.204 69.0116
40.1 2014-01-16 12:54 129.25.14.204 69.0116
40.1 2014-01-16 12:54 129.25.14.204 69.0116
40.1 2014-01-16 12:54 129.25.14.204 69.0116
